i_trial,n_agents,t,failed_count,converged,objective_val,N,dt,ids,radius,centralized,t_solve,dist_to_goal
19,6,3.0000000000000013,0,True,[4974.018],10,0.1,"[100, 101, 102, 103, 104, 105]",0.25,False,27.69499749998795,[0.033 0.099 0.041 0.019 0.032 0.03 ],
20,6,2.800000000000001,0,True,[7365.694],10,0.1,"[100, 101, 102, 103, 104, 105]",0.25,False,26.457580299989786,[0.053 0.087 0.059 0.08  0.049 0.094],
21,6,2.600000000000001,0,True,[3087.985],10,0.1,"[100, 101, 102, 103, 104, 105]",0.25,False,28.399144000024535,[0.097 0.06  0.041 0.031 0.027 0.052],
22,6,3.0000000000000013,0,True,[8720.503],10,0.1,"[100, 101, 102, 103, 104, 105]",0.25,False,29.212421600008383,[0.04  0.087 0.051 0.01  0.098 0.061],
23,6,2.600000000000001,0,True,[4404.671],10,0.1,"[100, 101, 102, 103, 104, 105]",0.25,False,36.08671369997319,[0.091 0.075 0.095 0.074 0.054 0.049],
24,6,3.0000000000000013,0,True,[10345.441],10,0.1,"[100, 101, 102, 103, 104, 105]",0.25,False,34.9661586000002,[0.033 0.065 0.083 0.097 0.088 0.043],
25,6,3.1000000000000014,0,True,[11056.473],10,0.1,"[100, 101, 102, 103, 104, 105]",0.25,False,34.03644769999664,[0.072 0.065 0.063 0.071 0.018 0.092],
26,6,3.2000000000000015,0,True,[10525.572],10,0.1,"[100, 101, 102, 103, 104, 105]",0.25,False,24.260493999987375,[0.097 0.032 0.048 0.059 0.066 0.026],
27,6,3.2000000000000015,0,True,[8521.07],10,0.1,"[100, 101, 102, 103, 104, 105]",0.25,False,34.24625000002561,[0.036 0.093 0.038 0.046 0.049 0.054],
28,6,2.600000000000001,0,True,[4450.951],10,0.1,"[100, 101, 102, 103, 104, 105]",0.25,False,15.181290099979378,[0.026 0.093 0.078 0.059 0.032 0.09 ],
1,7,3.0000000000000013,0,True,[9248.019],10,0.1,"[100, 101, 102, 103, 104, 105, 106]",0.25,False,31.924609799985774,[0.03  0.091 0.065 0.06  0.097 0.031 0.03 ],
3,7,3.3000000000000016,0,True,[9606.832],10,0.1,"[100, 101, 102, 103, 104, 105, 106]",0.25,False,78.93409560003784,[0.094 0.049 0.071 0.034 0.02  0.068 0.054],
4,7,3.2000000000000015,0,True,[18273.834],10,0.1,"[100, 101, 102, 103, 104, 105, 106]",0.25,False,34.780540100007784,[0.095 0.032 0.083 0.064 0.079 0.064 0.072],
5,7,2.9000000000000012,0,True,[10426.564],10,0.1,"[100, 101, 102, 103, 104, 105, 106]",0.25,False,22.381655600038357,[0.084 0.073 0.068 0.083 0.034 0.097 0.056],
6,7,3.3000000000000016,0,True,[12262.134],10,0.1,"[100, 101, 102, 103, 104, 105, 106]",0.25,False,30.39697599998908,[0.058 0.021 0.038 0.026 0.039 0.098 0.059],
7,7,3.4000000000000017,0,True,[17252.734],10,0.1,"[100, 101, 102, 103, 104, 105, 106]",0.25,False,30.192385599948466,[0.092 0.062 0.064 0.025 0.037 0.035 0.074],
9,7,3.0000000000000013,0,True,[7167.037],10,0.1,"[100, 101, 102, 103, 104, 105, 106]",0.25,False,14.815681899955962,[0.067 0.034 0.058 0.046 0.023 0.021 0.092],
11,7,3.1000000000000014,0,True,[11821.496],10,0.1,"[100, 101, 102, 103, 104, 105, 106]",0.25,False,31.90749469998991,[0.075 0.072 0.032 0.046 0.078 0.029 0.091],
12,7,3.4000000000000017,0,True,[16117.902],10,0.1,"[100, 101, 102, 103, 104, 105, 106]",0.25,False,23.76135869999416,[0.026 0.035 0.07  0.091 0.077 0.044 0.028],
13,7,3.3000000000000016,0,True,[17097.197],10,0.1,"[100, 101, 102, 103, 104, 105, 106]",0.25,False,25.169480499986093,[0.042 0.058 0.068 0.052 0.014 0.098 0.079],
15,7,3.2000000000000015,0,True,[10566.408],10,0.1,"[100, 101, 102, 103, 104, 105, 106]",0.25,False,33.9188021000009,[0.045 0.048 0.056 0.097 0.047 0.046 0.012],
16,7,3.2000000000000015,0,True,[9651.504],10,0.1,"[100, 101, 102, 103, 104, 105, 106]",0.25,False,27.449035199999344,[0.094 0.027 0.045 0.042 0.057 0.043 0.026],
17,7,3.1000000000000014,0,True,[12270.104],10,0.1,"[100, 101, 102, 103, 104, 105, 106]",0.25,False,22.73826029995689,[0.072 0.094 0.061 0.07  0.054 0.023 0.054],
20,7,2.9000000000000012,0,True,[9558.043],10,0.1,"[100, 101, 102, 103, 104, 105, 106]",0.25,False,35.623523999995086,[0.035 0.091 0.089 0.055 0.052 0.065 0.081],
22,7,3.3000000000000016,0,True,[18484.874],10,0.1,"[100, 101, 102, 103, 104, 105, 106]",0.25,False,36.4814871000126,[0.091 0.061 0.07  0.022 0.08  0.084 0.021],
23,7,3.4000000000000017,0,True,[14431.747],10,0.1,"[100, 101, 102, 103, 104, 105, 106]",0.25,False,22.44793819996994,[0.03  0.061 0.091 0.054 0.04  0.03  0.035],
24,7,3.4000000000000017,0,True,[15353.869],10,0.1,"[100, 101, 102, 103, 104, 105, 106]",0.25,False,39.475733100029174,[0.021 0.083 0.034 0.079 0.05  0.034 0.099],
25,7,3.1000000000000014,0,True,[11188.027],10,0.1,"[100, 101, 102, 103, 104, 105, 106]",0.25,False,18.060851700021885,[0.092 0.043 0.02  0.099 0.059 0.026 0.062],
26,7,3.0000000000000013,0,True,[8430.659],10,0.1,"[100, 101, 102, 103, 104, 105, 106]",0.25,False,47.622474000032526,[0.022 0.054 0.039 0.04  0.057 0.078 0.096],
27,7,3.4000000000000017,0,True,[20741.145],10,0.1,"[100, 101, 102, 103, 104, 105, 106]",0.25,False,42.334872099978384,[0.094 0.038 0.033 0.084 0.044 0.064 0.065],
28,7,3.1000000000000014,0,True,[11188.714],10,0.1,"[100, 101, 102, 103, 104, 105, 106]",0.25,False,34.32622919999994,[0.058 0.084 0.098 0.038 0.043 0.046 0.037],
2,8,2.800000000000001,0,True,[9222.083],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107]",0.25,False,37.04086249996908,[0.091 0.065 0.045 0.084 0.099 0.01  0.069 0.061],
9,8,3.3000000000000016,0,True,[18327.265],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107]",0.25,False,44.690191600006074,[0.064 0.09  0.009 0.091 0.031 0.048 0.061 0.057],
11,8,3.3000000000000016,0,True,[16516.937],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107]",0.25,False,35.65586570004234,[0.052 0.03  0.028 0.09  0.06  0.021 0.091 0.054],
12,8,3.5000000000000018,0,True,[15261.216],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107]",0.25,False,68.12302110000746,[0.035 0.031 0.094 0.014 0.041 0.077 0.024 0.039],
15,8,3.4000000000000017,0,True,[24160.445],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107]",0.25,False,58.629730999993626,[0.095 0.058 0.049 0.075 0.093 0.063 0.035 0.055],
18,8,3.5000000000000018,0,True,[18540.215],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107]",0.25,False,42.24598689994309,[0.067 0.096 0.036 0.043 0.045 0.036 0.014 0.027],
20,8,3.1000000000000014,0,True,[13008.041],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107]",0.25,False,25.816197899985127,[0.093 0.031 0.067 0.027 0.057 0.019 0.079 0.082],
21,8,3.0000000000000013,0,True,[9830.909],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107]",0.25,False,37.94223789998796,[0.095 0.098 0.022 0.049 0.046 0.023 0.043 0.047],
22,8,3.1000000000000014,0,True,[12639.567],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107]",0.25,False,34.92000389995519,[0.063 0.019 0.05  0.093 0.057 0.08  0.047 0.056],
23,8,3.3000000000000016,0,True,[17373.277],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107]",0.25,False,54.610085499996785,[0.053 0.029 0.069 0.095 0.043 0.061 0.09  0.067],
26,8,3.2000000000000015,0,True,[15923.084],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107]",0.25,False,31.920651499996893,[0.066 0.057 0.059 0.093 0.033 0.069 0.047 0.062],
27,8,3.1000000000000014,0,True,[13908.179],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107]",0.25,False,45.11016709997784,[0.097 0.082 0.05  0.078 0.06  0.056 0.048 0.019],
28,8,3.0000000000000013,0,True,[14289.194],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107]",0.25,False,30.93634130002465,[0.089 0.049 0.087 0.028 0.086 0.096 0.066 0.048],
29,8,3.1000000000000014,0,True,[12710.725],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107]",0.25,False,26.69222130003618,[0.035 0.093 0.078 0.033 0.031 0.041 0.036 0.1  ],
1,9,3.3000000000000016,0,True,[17071.756],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108]",0.2,False,76.34876990003977,[0.059 0.021 0.092 0.069 0.047 0.034 0.036 0.065 0.061],
2,9,2.800000000000001,0,True,[9447.233],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108]",0.2,False,26.80539960000897,[0.035 0.097 0.047 0.084 0.084 0.064 0.044 0.053 0.07 ],
4,9,3.1000000000000014,0,True,[13226.006],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108]",0.2,False,36.30047849996481,[0.065 0.058 0.025 0.075 0.056 0.049 0.096 0.04  0.048],
8,9,3.3000000000000016,0,True,[15734.539],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108]",0.2,False,51.32454139995389,[0.059 0.039 0.027 0.094 0.045 0.039 0.028 0.059 0.055],
10,9,3.0000000000000013,0,True,[14581.052],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108]",0.2,False,48.38925479998579,[0.063 0.064 0.086 0.043 0.042 0.093 0.063 0.078 0.087],
11,9,3.3000000000000016,0,True,[17997.399],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108]",0.2,False,38.16099249996478,[0.044 0.094 0.049 0.055 0.048 0.066 0.061 0.048 0.03 ],
12,9,3.1000000000000014,0,True,[13407.805],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108]",0.2,False,26.610830199962948,[0.057 0.023 0.04  0.093 0.045 0.063 0.028 0.058 0.092],
13,9,3.2000000000000015,0,True,[16159.355],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108]",0.2,False,39.84759300004225,[0.021 0.073 0.066 0.095 0.041 0.056 0.055 0.03  0.064],
14,9,3.0000000000000013,0,True,[17582.66],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108]",0.2,False,27.66872279997915,[0.097 0.094 0.055 0.05  0.047 0.09  0.042 0.092 0.084],
17,9,3.1000000000000014,0,True,[16119.643],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108]",0.2,False,26.522602800047025,[0.016 0.096 0.056 0.075 0.072 0.058 0.037 0.083 0.06 ],
18,9,3.2000000000000015,0,True,[13434.288],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108]",0.2,False,33.33418900001561,[0.059 0.022 0.024 0.053 0.038 0.027 0.094 0.08  0.049],
19,9,2.9000000000000012,0,True,[9337.977],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108]",0.2,False,29.028047300002072,[0.038 0.046 0.049 0.036 0.058 0.036 0.08  0.094 0.074],
22,9,3.1000000000000014,0,True,[12220.228],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108]",0.2,False,33.2129253000021,[0.038 0.006 0.07  0.06  0.056 0.027 0.062 0.091 0.053],
24,9,3.1000000000000014,0,True,[17078.461],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108]",0.2,False,34.50157560000662,[0.092 0.014 0.047 0.061 0.096 0.1   0.055 0.033 0.064],
25,9,3.4000000000000017,0,True,[20216.04],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108]",0.2,False,42.90585139999166,[0.031 0.015 0.073 0.098 0.048 0.014 0.039 0.022 0.087],
28,9,2.9000000000000012,0,True,[8524.537],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108]",0.2,False,25.432524300005753,[0.094 0.031 0.072 0.047 0.035 0.059 0.046 0.067 0.034],
0,10,3.1000000000000014,0,True,[12761.512],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,57.64623750001192,[0.091 0.021 0.043 0.06  0.058 0.03  0.093 0.023 0.043 0.033],
1,10,3.3000000000000016,0,True,[14707.877],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,52.722968200047035,[0.04  0.035 0.052 0.022 0.026 0.071 0.093 0.027 0.038 0.037],
2,10,3.0000000000000013,0,True,[12913.641],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,54.16529949998949,[0.039 0.098 0.072 0.055 0.059 0.071 0.043 0.059 0.059 0.06 ],
3,10,2.9000000000000012,0,True,[10056.186],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,35.39728729997296,[0.061 0.077 0.044 0.03  0.061 0.046 0.093 0.034 0.038 0.071],
5,10,3.0000000000000013,0,True,[11292.193],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,60.255750399956014,[0.034 0.057 0.065 0.066 0.097 0.058 0.052 0.032 0.039 0.07 ],
6,10,3.3000000000000016,0,True,[11639.649],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,51.63894340000115,[0.046 0.01  0.042 0.057 0.012 0.011 0.096 0.028 0.033 0.011],
7,10,3.3000000000000016,0,True,[14225.809],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,63.30854919995181,[0.068 0.026 0.013 0.095 0.05  0.018 0.036 0.025 0.03  0.066],
8,10,3.3000000000000016,0,True,[15868.812],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,64.5064850000199,[0.047 0.091 0.013 0.043 0.014 0.079 0.045 0.078 0.018 0.024],
11,10,2.800000000000001,0,True,[7174.74],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,104.61568489996716,[0.038 0.083 0.062 0.097 0.053 0.046 0.051 0.064 0.062 0.014],
12,10,2.9000000000000012,0,True,[13982.175],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,61.21053259994369,[0.087 0.094 0.09  0.05  0.078 0.048 0.045 0.07  0.052 0.071],
13,10,2.600000000000001,0,True,[8319.959],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,36.51180589996511,[0.059 0.092 0.07  0.048 0.044 0.055 0.082 0.1   0.087 0.057],
16,10,3.2000000000000015,0,True,[16985.938],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,37.834520199976396,[0.044 0.044 0.028 0.095 0.038 0.045 0.07  0.079 0.048 0.05 ],
21,10,3.3000000000000016,0,True,[17108.572],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,76.05313730001217,[0.036 0.03  0.033 0.037 0.05  0.05  0.094 0.01  0.049 0.083],
22,10,2.800000000000001,0,True,[10087.806],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,97.57293269998627,[0.064 0.098 0.056 0.06  0.048 0.053 0.06  0.046 0.092 0.073],
23,10,2.800000000000001,0,True,[9644.389],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,70.206030500005,[0.061 0.065 0.097 0.068 0.052 0.086 0.034 0.048 0.044 0.07 ],
25,10,2.800000000000001,0,True,[10809.211],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,69.29866630001925,[0.07  0.099 0.075 0.039 0.05  0.077 0.081 0.048 0.04  0.092],
28,10,3.1000000000000014,0,True,[13632.228],10,0.1,"[100, 101, 102, 103, 104, 105, 106, 107, 108, 109]",0.2,False,48.576142300036736,[0.059 0.033 0.026 0.037 0.051 0.042 0.093 0.008 0.089 0.075],
